"Nantes";"Pays de la Loire";"282047";"1"
"Avignon";"Provence-Alpes-Côte d'Azur";"89592";"1"
"Marseille";"Provence-Alpes-Côte d'Azur";"850602";"1"
"Toulon";"Provence-Alpes-Côte d'Azur";"165514";"1"
"Saumur";"Pays de la Loire";"27486";"0"
